Gr Liv Area,Bedroom AbvGr,Neighborhood,Year Built,Year Remod/Add,Yr Sold,Total Bsmt SF,SalePrice
1387,3,OldTown,1954,1954,2009,811,93000
861,2,OldTown,1920,1950,2009,861,80000
612,1,OldTown,1940,1950,2009,0,45000
886,2,OldTown,1938,1996,2009,190,91300
792,2,OldTown,1923,1950,2009,624,99500
1510,3,OldTown,1910,1950,2009,677,87500
1284,2,OldTown,1947,1950,2009,720,110000
2138,2,OldTown,1898,1965,2009,849,106000
2640,4,OldTown,1880,2003,2009,1240,265979
2007,3,OldTown,1900,1950,2009,917,160000
1288,3,OldTown,1917,2007,2009,624,119000
1742,4,OldTown,1882,1986,2009,916,168000
1482,3,OldTown,1920,1988,2009,650,143000
1022,2,OldTown,1910,2006,2009,1022,85000
1869,2,OldTown,1890,1996,2009,1088,124900
1480,3,OldTown,1920,1950,2009,972,119000
1521,4,OldTown,1910,2002,2009,741,146500
1576,3,BrkSide,1923,2004,2009,1324,223500
1548,3,BrkSide,1925,2007,2009,952,205000
1654,3,BrkSide,1930,1982,2009,297,137000
1324,3,BrkSide,1936,1950,2009,672,128000
1176,2,BrkSide,1937,2000,2009,698,134900
1348,3,BrkSide,1925,1997,2009,884,117000
1412,4,BrkSide,1939,1950,2009,780,132500
1142,3,BrkSide,1924,1950,2009,468,93000
904,2,BrkSide,1926,2004,2009,884,119000
1301,2,BrkSide,1924,1950,2009,1145,100000
1539,3,BrkSide,1936,1950,2009,927,141500
1573,3,BrkSide,1935,1995,2009,884,133000
875,2,BrkSide,1931,1993,2009,715,105000
995,2,BrkSide,1925,1999,2009,960,115000
1582,3,BrkSide,1938,1950,2009,952,150000
1072,2,BrkSide,1925,1950,2009,1072,126500
2019,3,BrkSide,1910,1993,2009,728,167500
1768,3,OldTown,1915,1950,2009,1048,155000
1826,4,OldTown,1915,2005,2009,910,155000
1944,3,OldTown,1915,1994,2009,672,179900
1930,4,IDOTRR,1927,1950,2009,720,149000
1208,2,IDOTRR,1925,1950,2009,780,103000
1666,3,IDOTRR,1927,1950,2009,1204,135000
1403,3,IDOTRR,1915,1965,2009,698,116000
704,2,Sawyer,1946,2001,2009,560,88750
1369,3,Edwards,1925,1950,2009,672,103600
1112,4,Edwards,1934,1950,2009,585,63000
1464,3,Sawyer,1963,1999,2009,520,175000
1121,3,Sawyer,1963,1963,2009,1121,139000
1683,3,Sawyer,1978,1978,2009,918,172500
1052,3,Sawyer,1967,1967,2009,1052,113500
899,3,Sawyer,1967,2004,2009,864,130000
860,2,Sawyer,1982,1982,2009,840,137000
1774,4,Sawyer,1961,1961,2009,552,165000
1138,3,Sawyer,1960,1960,2009,1138,148000
1473,1,ClearCr,1968,2003,2009,1437,143000
1689,3,Edwards,1956,1956,2009,1436,127500
1073,2,Edwards,1956,1956,2009,1073,121500
1276,3,Edwards,1958,1958,2009,1276,60000
1639,3,Edwards,1946,1950,2009,747,154400
672,2,Edwards,1941,1950,2009,672,113000
1089,3,Edwards,1954,1954,2009,1089,125000
1049,2,Edwards,1984,1984,2009,1049,139500
1716,3,Edwards,1949,2008,2009,768,131000
1258,2,Edwards,1939,1950,2009,560,105000
1510,4,Edwards,1940,1950,2009,755,108000
1061,1,SawyerW,1990,1991,2009,1054,162000
1338,2,SawyerW,1983,1983,2009,520,156500
2132,1,SawyerW,1983,2009,2009,1496,316600
2196,3,SawyerW,1990,1991,2009,2158,271900
1775,3,SawyerW,1993,1993,2009,740,213000
1879,3,SawyerW,1993,1994,2009,1079,239900
2020,3,SawyerW,1995,1995,2009,1128,239500
2016,4,SawyerW,1880,2007,2009,0,131000
1535,4,SawyerW,1979,1979,2009,0,118964
1224,2,SawyerW,1979,1979,2009,1086,153337
2228,6,SawyerW,1979,1979,2009,0,147983
1535,4,SawyerW,1979,1979,2009,0,118858
1535,4,SawyerW,1979,1979,2009,0,118858
2240,6,SawyerW,1979,1979,2009,0,142953
1229,2,SawyerW,1979,1979,2009,1094,148325
1513,4,SawyerW,1979,1979,2009,0,113722
1680,1,CollgCr,2009,2009,2009,1555,323262
1718,3,CollgCr,2007,2008,2009,1705,297000
1630,3,CollgCr,2008,2008,2009,1622,295493
1720,3,CollgCr,2008,2008,2009,1720,332000
1468,3,CollgCr,2008,2008,2009,1468,239900
1768,3,CollgCr,2007,2007,2009,866,212000
1838,3,CollgCr,2007,2008,2009,1838,272500
1800,2,CollgCr,2007,2007,2009,1800,239000
1604,3,CollgCr,2006,2006,2009,1604,220000
1290,2,CollgCr,2007,2007,2009,1282,200000
1254,2,CollgCr,2008,2008,2009,1254,221800
1232,2,CollgCr,2007,2007,2009,1232,194500
1498,3,CollgCr,2005,2006,2009,1498,237000
1422,3,CollgCr,2005,2006,2009,704,173000
1040,3,CollgCr,1996,1996,2009,1040,152000
990,3,CollgCr,1994,1994,2009,990,143000
1764,3,CollgCr,1997,1997,2009,928,231500
1661,3,CollgCr,1996,1996,2009,799,212000
1463,3,CollgCr,1998,1998,2009,1463,207000
1097,3,CollgCr,1994,1995,2009,1097,145000
990,3,CollgCr,1994,1995,2009,990,138000
1779,3,CollgCr,1998,1998,2009,866,197900
1501,3,CollgCr,1999,1999,2009,1490,204000
1431,3,CollgCr,1999,1999,2009,1431,192000
1772,3,CollgCr,1998,1998,2009,928,200000
1660,3,CollgCr,2002,2002,2009,831,195000
1573,3,CollgCr,2002,2002,2009,1573,227000
1840,3,CollgCr,2001,2001,2009,944,230000
1430,3,CollgCr,2001,2002,2009,1413,187100
1444,3,CollgCr,2002,2001,2009,1431,203000
1492,3,CollgCr,2001,2001,2009,1492,201000
914,2,CollgCr,1979,1979,2009,914,134900
1040,3,CollgCr,1977,2008,2009,1040,150500
864,3,CollgCr,1972,1972,2009,864,133500
894,2,CollgCr,1972,1972,2009,894,123000
768,2,CollgCr,1972,2003,2009,768,133900
768,2,CollgCr,1972,2007,2009,768,133000
1611,3,CollgCr,2002,2002,2009,1569,250000
1513,2,CollgCr,1999,2000,2009,1462,220000
1504,3,CollgCr,1996,1996,2009,1504,203000
1417,3,CollgCr,1997,1998,2009,1417,210000
1716,2,CollgCr,1996,1996,2009,880,191000
1212,3,CollgCr,2001,2001,2009,1212,178000
1630,3,CollgCr,2000,2001,2009,1630,213000
1602,3,CollgCr,2007,2007,2009,1578,293200
1728,3,CollgCr,2004,2004,2009,864,190000
1500,3,CollgCr,2004,2004,2009,1500,190000
1476,3,CollgCr,2005,2005,2009,738,173500
1396,3,CollgCr,2007,2007,2009,608,170000
1126,2,Edwards,1949,2003,2009,0,108000
1486,3,Edwards,1964,1999,2009,1486,167000
816,2,Edwards,1938,1958,2009,816,100000
1922,4,Edwards,2003,2003,2009,0,198500
1426,3,Edwards,1977,1977,2009,690,159500
1149,3,Edwards,1960,1971,2009,1014,127000
1125,3,Edwards,1976,1976,2009,1041,125000
1698,3,Edwards,2007,2008,2009,1698,320000
1072,2,Edwards,2005,2006,2009,547,145500
876,3,Edwards,1959,1959,2009,876,85000
1368,3,Edwards,1950,1950,2009,1078,120000
1529,4,Edwards,1945,1950,2009,0,98000
944,2,Edwards,1952,1952,2009,0,82000
1560,2,Edwards,1956,1956,2009,1150,103500
1196,3,Edwards,1920,2000,2009,684,110000
1298,3,Edwards,1941,1950,2009,720,122000
1604,3,Edwards,1941,1960,2009,984,117000
1268,3,SWISU,1938,1950,2009,832,160000
1520,3,SWISU,1932,2000,2009,793,159434
438,1,SWISU,1920,1950,2009,290,60000
1489,3,SWISU,1940,1950,2009,778,139500
3082,5,SWISU,1920,1970,2009,824,197000
1242,3,SWISU,1935,1950,2009,583,105000
1981,4,SWISU,1928,1950,2009,1122,135000
1232,3,Crawfor,1916,2000,2009,816,147500
1608,3,SWISU,1925,1990,2009,976,137450
1135,3,SWISU,1936,2007,2009,560,155000
1913,3,Crawfor,1928,1950,2009,896,177000
1477,3,SWISU,1928,1950,2009,861,145000
1228,3,Crawfor,1918,1990,2009,600,137000
2080,3,Crawfor,1926,2004,2009,1276,234000
1567,2,Crawfor,1940,1950,2009,840,205000
1308,2,Crawfor,1940,1950,2009,728,160000
1273,2,Crawfor,1960,1960,2009,1273,155000
964,2,Crawfor,1921,2006,2009,876,163500
1343,3,Crawfor,1921,1950,2009,731,154900
1112,2,Crawfor,1954,1954,2009,1112,144800
1564,3,Crawfor,1941,1950,2009,704,174500
1561,3,Crawfor,1960,1960,2009,1561,193000
1523,3,Crawfor,1949,2005,2009,1067,158000
1152,3,Crawfor,1950,2004,2009,1092,158500
1906,3,Crawfor,1954,1954,2009,1310,224000
1032,2,Blueste,1980,1980,2009,516,115000
1229,2,Blueste,1980,1992,2009,561,137000
1229,2,Blueste,1980,1980,2009,561,121000
1229,2,Blueste,1980,1980,2009,561,124000
1344,3,IDOTRR,1920,1997,2009,672,147000
2168,5,IDOTRR,1900,1993,2009,760,123000
1192,3,IDOTRR,1920,1950,2009,596,78000
572,2,IDOTRR,1925,1950,2009,572,75000
1648,2,Crawfor,2007,2008,2009,1596,230000
810,1,IDOTRR,1910,1950,2009,0,57625
2052,3,Mitchel,2000,2001,2009,1107,251000
2149,1,Mitchel,2003,2003,2009,1434,239686
1710,3,Mitchel,2004,2005,2009,1710,240000
1961,3,Mitchel,2001,2002,2009,804,215000
926,2,Mitchel,1977,1977,2009,902,156450
1287,2,Mitchel,1977,1977,2009,957,173000
1734,4,Mitchel,1977,1977,2009,0,126000
1595,2,Mitchel,1991,1991,2009,1582,152000
2036,3,Timber,1965,1965,2009,2136,375000
1620,2,Timber,2007,2008,2009,1620,315500
1692,3,Timber,2009,2009,2009,846,224500
2036,3,Timber,2008,2008,2009,2190,410000
1641,3,Timber,2008,2008,2009,1641,316500
1466,3,Timber,2007,2007,2009,1466,201000
1412,3,Timber,1988,1988,2009,1392,175000
1479,3,Timber,1987,1989,2009,1645,213500
2014,3,Timber,2003,2003,2009,912,170000
1838,2,Timber,2006,2006,2009,1838,315000
1978,2,Timber,2007,2007,2009,1978,425000
1008,3,Mitchel,1968,1968,2009,1008,139500
1771,3,Mitchel,1960,2006,2009,0,115000
1204,2,Mitchel,1998,1998,2009,1204,162000
988,2,MeadowV,1973,1973,2009,462,91000
874,3,Mitchel,1968,1968,2009,864,130000
630,1,MeadowV,1970,2002,2009,630,86000
1404,3,Mitchel,1969,2000,2009,1188,160000
630,1,MeadowV,1970,1970,2009,630,80000
1092,3,MeadowV,1970,1970,2009,546,88000
796,2,Mitchel,1972,1972,2009,796,131900
1091,2,Mitchel,1993,1996,2009,384,131250
883,2,Mitchel,1992,1993,2009,828,149000
1362,1,Mitchel,1993,1995,2009,796,143000
1287,3,Mitchel,1992,1992,2009,624,130000
1632,4,Mitchel,1969,1969,2009,784,173000
1414,3,NAmes,1958,2002,2008,1184,176500
2112,4,NAmes,1969,1969,2008,952,206900
1604,3,Gilbert,1997,1998,2008,926,187500
1470,3,Gilbert,1995,1996,2008,680,165000
1604,3,Gilbert,1998,1998,2008,926,195500
1638,3,Gilbert,1998,1998,2008,943,192000
1384,3,Gilbert,1996,1997,2008,1348,177900
1446,3,Gilbert,1996,1997,2008,729,175000
1593,0,StoneBr,2001,2002,2008,1593,286000
1682,1,StoneBr,1997,1997,2008,1664,247900
1337,2,StoneBr,1993,1993,2008,1337,180000
1280,2,StoneBr,1992,1992,2008,1280,180000
1604,3,Gilbert,1997,1998,2008,926,181000
1633,3,Gilbert,1998,1998,2008,932,183000
1228,2,StoneBr,1988,1989,2008,1228,189000
1337,2,StoneBr,1989,1989,2008,1337,188500
2500,5,StoneBr,2005,2005,2008,1168,355000
2504,4,StoneBr,2005,2007,2008,1122,325000
1884,2,StoneBr,2004,2004,2008,1884,387000
1710,2,StoneBr,2007,2007,2008,1710,334000
2093,3,NWAmes,1986,1991,2008,791,215000
1688,2,NWAmes,1988,1988,2008,1675,226500
1422,3,NWAmes,1981,1981,2008,1422,175500
2064,3,NWAmes,1978,1978,2008,2048,235000
1782,3,NWAmes,1979,1979,2008,1782,220000
1211,3,NWAmes,1976,1976,2008,1211,161000
2044,3,NWAmes,1980,1988,2008,738,185000
1308,3,NWAmes,1969,1969,2008,720,146900
1523,3,NWAmes,1976,1976,2008,1193,180000
1444,2,NWAmes,1976,1976,2008,1444,159900
1964,4,NWAmes,1976,1976,2008,803,205000
1178,3,NWAmes,1973,2000,2008,1176,157000
1792,4,NAmes,1974,1974,2008,896,133000
1054,3,NAmes,1969,1969,2008,1054,151000
936,2,NAmes,1969,1969,2008,936,111900
864,3,NAmes,1971,1971,2008,864,123000
1337,2,NAmes,1998,1999,2008,1405,181000
987,2,BrDale,1973,1973,2008,483,103400
987,2,BrDale,1973,1973,2008,483,100000
987,2,BrDale,1972,1972,2008,483,100500
987,2,BrDale,1970,1970,2008,483,106000
987,2,BrDale,1971,1971,2008,483,85400
987,2,BrDale,1971,1971,2008,483,89500
1302,3,BrDale,1972,1972,2008,630,111750
1069,2,NPkVill,1977,1977,2008,1069,140000
1456,4,NPkVill,1975,1975,2008,855,143000
1055,2,NPkVill,1977,1977,2008,1055,148500
1932,2,NridgHt,2008,2008,2008,1932,394617
2332,3,NridgHt,2007,2008,2008,1682,426000
2084,2,NridgHt,2007,2008,2008,2078,385000
2713,3,NridgHt,2008,2008,2008,1452,446261
1582,3,NridgHt,2007,2007,2008,1582,317500
1710,2,NridgHt,2007,2008,2008,1710,372402
2464,4,NridgHt,2007,2007,2008,2418,417500
1950,2,NridgHt,2007,2007,2008,1950,383000
2748,4,NridgHt,2006,2006,2008,1850,390000
2790,4,NridgHt,2005,2006,2008,1620,460000
2331,3,NridgHt,2005,2005,2008,1414,379000
2088,4,NridgHt,2007,2007,2008,948,250000
2332,4,NridgHt,2004,2004,2008,1148,316000
2470,1,NridgHt,2003,2003,2008,2535,615000
2668,3,NridgHt,2003,2004,2008,1572,412500
2046,3,NridgHt,2003,2004,2008,998,284000
1575,2,NridgHt,2003,2004,2008,1603,284000
2649,4,NridgHt,2001,2002,2008,1479,421250
2690,4,NridgHt,2003,2003,2008,1765,370000
1866,2,NridgHt,2008,2008,2008,1858,336860
1702,1,NridgHt,2008,2008,2008,1702,367294
1367,2,NridgHt,2005,2005,2008,1367,192000
1518,1,NridgHt,2003,2004,2008,1518,274000
1684,2,NridgHt,2005,2005,2008,1684,266000
1800,2,NridgHt,2007,2008,2008,1800,370967
1342,2,NridgHt,2006,2007,2008,1342,234250
1342,2,NridgHt,2006,2007,2008,1342,219500
1626,2,NridgHt,2003,2004,2008,764,155000
1626,2,NridgHt,2003,2004,2008,764,154000
1358,2,NridgHt,2004,2004,2008,1358,207000
1504,2,Blmngtn,2005,2006,2008,1346,191000
1266,2,Blmngtn,2007,2007,2008,1266,159895
1246,2,Blmngtn,2007,2008,2008,1146,187687
1515,3,Gilbert,2004,2004,2008,789,179000
1593,3,Gilbert,2004,2004,2008,839,193000
1166,2,Gilbert,2005,2005,2008,856,190000
1456,3,Gilbert,2005,2005,2008,728,176000
1358,2,NridgHt,2007,2008,2008,1350,217300
1792,3,Gilbert,2000,2000,2008,936,186500
1892,3,Gilbert,2000,2001,2008,982,226750
1490,3,Gilbert,2004,2005,2008,788,184000
2322,4,Gilbert,1999,2000,2008,1037,225000
1651,3,Gilbert,1999,1999,2008,831,185900
2199,3,NoRidge,1997,1997,2008,1173,284500
2630,4,NoRidge,1998,1998,2008,1470,315000
2198,4,NoRidge,2000,2000,2008,1145,250000
2006,2,NoRidge,1998,1998,2008,1982,350000
2125,4,NoRidge,1996,1997,2008,1064,279500
2113,2,NoRidge,1995,1995,2008,2109,350000
2418,3,NoRidge,1993,1994,2008,1311,341000
2197,4,NoRidge,1993,1994,2008,1080,287500
2127,3,NoRidge,1994,1994,2008,1223,271000
1987,2,NoRidge,1994,1994,2008,1986,301500
1580,3,Somerst,2007,2008,2008,1580,235128
1933,4,Somerst,2007,2007,2008,894,214000
1574,3,Somerst,2006,2006,2008,1574,232000
1578,3,Somerst,2006,2006,2008,1578,240000
1506,2,Somerst,2008,2008,2008,1498,264132
1563,3,Somerst,2007,2007,2008,1563,245000
1428,3,Somerst,2008,2008,2008,1417,227680
1861,3,Somerst,2007,2007,2008,1341,257000
1874,3,Somerst,2007,2008,2008,955,297900
1372,3,Somerst,2007,2008,2008,1363,212700
1372,3,Somerst,2007,2008,2008,1372,250580
1768,3,Somerst,2005,2005,2008,866,226700
1992,3,Somerst,2003,2004,2008,1053,250000
1958,3,Somerst,2005,2005,2008,1026,250000
2078,3,Somerst,2007,2008,2008,1034,339750
1660,3,Somerst,2007,2007,2008,1660,256000
1218,2,Somerst,2007,2008,2008,1218,230348
1728,3,Somerst,2003,2003,2008,864,207500
1696,3,SawyerW,2003,2003,2008,835,188000
1663,3,SawyerW,2003,2004,2008,835,192500
1114,3,SawyerW,2004,2004,2008,1114,159000
1114,3,SawyerW,2003,2004,2008,1114,155000
1640,3,SawyerW,2004,2004,2008,798,173000
1162,3,SawyerW,2007,2007,2008,1162,170000
1609,3,SawyerW,1995,1995,2008,754,182000
1680,3,SawyerW,1993,1994,2008,886,163000
1679,3,SawyerW,1994,1998,2008,1408,193500
1657,3,SawyerW,1994,1995,2008,832,189000
1677,3,SawyerW,2001,2001,2008,827,190500
1737,3,SawyerW,1992,1992,2008,836,175000
1710,3,SawyerW,1993,1993,2008,832,187000
1617,2,SawyerW,1993,1994,2008,1604,193000
1199,2,SawyerW,1993,1993,2008,1199,153900
984,3,Sawyer,1963,1963,2008,984,128000
864,3,Sawyer,1961,2007,2008,864,135000
890,3,Sawyer,1968,1968,2008,890,115000
864,3,Sawyer,1963,1963,2008,864,119916
912,3,Sawyer,1961,1996,2008,912,142000
1430,3,Veenker,1974,1974,2008,1430,192000
1641,4,Sawyer,1972,1972,2008,1001,140000
2786,4,NoRidge,1993,1994,2008,1848,372500
1391,2,Somerst,2004,2004,2008,1391,196000
1250,2,Somerst,2006,2007,2008,625,171900
1245,1,Somerst,2004,2005,2008,1235,178000
1200,2,Somerst,2005,2005,2008,600,165000
1392,2,Somerst,2007,2007,2008,689,146000
1392,2,Somerst,2007,2007,2008,689,146000
1501,3,Somerst,1999,1999,2008,744,179400
1549,3,Somerst,1999,1999,2008,744,172900
1419,2,Somerst,2001,2001,2008,1419,290000
1557,2,Somerst,1999,2000,2008,1557,305000
1709,2,Somerst,1999,2000,2008,1698,328900
1252,2,Somerst,1999,2000,2008,600,160000
1404,3,Somerst,1999,2000,2008,672,170000
1789,3,Somerst,2001,2001,2008,858,223000
1586,3,Somerst,1999,1999,2008,960,170000
1607,3,Somerst,1999,2000,2008,960,200000
2393,2,Somerst,1998,1999,2008,970,345000
1288,1,Veenker,1996,1996,2008,1260,245500
1239,1,Veenker,1995,1995,2008,1230,217500
1719,1,Veenker,1993,1993,2008,1719,324000
1671,3,Veenker,1976,2007,2008,1426,290000
1682,3,NWAmes,1970,1970,2008,1304,174000
1740,4,NWAmes,1968,1968,2008,1740,150000
1258,3,NWAmes,1971,2004,2008,1258,145000
1625,4,NWAmes,1965,1965,2008,1625,140500
2614,4,NWAmes,1974,1997,2008,1522,240000
1464,4,NAmes,1968,1968,2008,732,141000
912,2,NAmes,1965,2008,2008,912,147000
925,3,NAmes,1965,2005,2008,912,135000
1728,6,NAmes,1965,1965,2008,1728,145000
1728,6,NAmes,1965,1965,2008,1728,142600
1656,4,NWAmes,1973,1973,2008,1656,135000
1876,4,NWAmes,1974,1974,2008,901,185000
1014,2,NAmes,1956,1956,2008,0,98000
907,3,NAmes,1957,1957,2008,907,109008
1128,3,NAmes,1963,1963,2008,1120,155000
1425,3,NAmes,1964,1964,2008,1425,180500
1165,3,NAmes,1966,1966,2008,1127,174900
1136,3,NAmes,1965,1965,2008,1136,140000
1092,3,NAmes,1964,1964,2008,1092,145000
1265,3,NAmes,1965,1999,2008,1219,179900
1350,3,NAmes,1964,1964,2008,1248,168500
1114,3,NAmes,1961,1961,2008,1114,140000
1053,3,NAmes,1959,2006,2008,1053,145500
1252,3,NAmes,1959,1959,2008,1252,142000
1077,2,BrkSide,1939,1950,2008,991,118000
906,2,BrkSide,1937,1950,2008,348,87000
1496,3,NAmes,1960,1960,2008,1296,141500
1252,3,NAmes,1950,1950,2008,1032,119000
1337,3,NAmes,1950,2006,2008,572,141500
1661,3,NAmes,1955,1996,2008,992,165500
1036,3,NAmes,1953,1953,2008,1036,112900
1362,3,NAmes,1961,1961,2008,1362,163000
1144,3,NAmes,1961,1961,2008,1144,139950
1537,3,NAmes,1962,2005,2008,1319,174000
1431,3,NAmes,1962,1962,2008,1099,165000
1988,4,NAmes,1966,1999,2008,1104,227000
1144,3,NAmes,1963,1963,2008,1144,124000
1283,3,NAmes,1962,1980,2008,931,140000
1176,3,NAmes,1957,1957,2008,1176,136500
1440,2,NAmes,1959,1998,2008,1248,185000
1261,3,NAmes,1958,1958,2008,1261,163000
1570,3,NAmes,1958,1958,2008,1395,166800
1196,2,NAmes,1956,1956,2008,1196,139000
1392,3,NAmes,1957,1957,2008,1392,166000
1080,3,NAmes,1958,1958,2008,1080,136000
1104,3,NAmes,1956,1958,2008,1104,133000
882,2,NAmes,1952,1952,2008,720,116000
1152,3,NAmes,1953,1953,2008,1152,137500
1790,3,NAmes,1957,1957,2008,998,180000
952,2,NAmes,1951,1951,2008,952,139000
773,2,NAmes,1953,1953,2008,773,110000
1764,4,NAmes,1957,1982,2008,0,100000
1216,2,NAmes,1947,1950,2008,832,118500
1824,5,NAmes,1957,1957,2008,1824,146000
869,1,OldTown,1948,1950,2008,0,89900
1159,3,OldTown,1925,1950,2008,747,114000
1558,3,NAmes,1945,1950,2008,913,140000
672,2,OldTown,1940,2005,2008,672,86900
1436,3,OldTown,1922,1950,2008,892,139000
1716,4,NAmes,1962,1962,2008,858,171000
1044,3,NAmes,1968,1968,2008,912,139000
1312,3,NAmes,1958,2001,2008,1312,186000
2069,4,NAmes,1960,2007,2008,585,242000
910,3,NAmes,1953,1996,2008,105,116000
876,2,NAmes,1951,1951,2008,876,94000
1048,3,NAmes,1950,1950,2008,0,98300
1507,4,NAmes,1960,1960,2008,1075,127000
1256,3,NAmes,1959,1959,2008,1256,159000
1027,3,NAmes,1962,1962,2008,1027,125900
1269,3,NAmes,1960,1960,2008,1269,155000
1320,3,NAmes,1948,1950,2008,768,138000
984,2,NAmes,1954,1954,2008,936,112500
832,2,NAmes,1954,1954,2008,832,105500
1278,4,NAmes,1954,1954,2008,854,127500
1588,3,NAmes,1955,1967,2008,768,150000
825,2,NAmes,1954,1954,2008,825,109500
1796,4,NAmes,1963,1963,2008,780,140000
1611,4,NAmes,1964,1964,2008,780,167900
1117,3,NAmes,1963,1963,2008,1117,136870
1133,3,OldTown,2008,2008,2008,192,143000
764,2,OldTown,1925,2004,2008,680,73000
1539,3,OldTown,1904,2002,2008,650,157500
1323,3,OldTown,1948,2005,2008,780,122600
1360,2,OldTown,1910,2003,2008,680,111000
2792,5,OldTown,1920,1950,2008,1510,256000
672,2,OldTown,1940,1950,2008,672,64000
1456,4,OldTown,1915,2005,2008,728,139500
2082,3,OldTown,2003,2003,2008,1362,200000
1656,2,OldTown,1940,1985,2008,801,119164
1740,2,OldTown,1920,1950,2008,936,122250
1436,3,OldTown,1940,1950,2008,884,155000
899,2,OldTown,1910,1950,2008,481,78000
789,2,OldTown,1948,1950,2008,789,115000
1122,2,OldTown,1948,2005,2008,924,147000
1499,3,OldTown,1946,1950,2008,904,140000
407,1,OldTown,1946,1950,2008,407,46500
928,3,OldTown,1957,1957,2008,928,112500
901,2,OldTown,1954,2000,2008,901,107900
3493,3,OldTown,1880,2002,2008,1470,295000
1627,4,OldTown,1900,2006,2008,797,139500
1416,4,OldTown,1915,1950,2008,876,153900
1450,3,OldTown,1920,1965,2008,624,132000
1344,4,OldTown,1916,1950,2008,624,98000
1017,2,OldTown,1900,2003,2008,346,114000
2350,4,OldTown,1920,1960,2008,973,130000
2058,3,OldTown,1917,1950,2008,735,129500
1378,3,OldTown,1928,2005,2008,689,161000
1912,3,OldTown,1905,2000,2008,482,163000
2775,3,OldTown,1893,2000,2008,1237,325000
1086,2,OldTown,1920,1950,2008,723,55000
2495,5,OldTown,1890,1999,2008,1313,184000
984,2,OldTown,1959,1959,2008,984,110000
1795,4,OldTown,1954,1954,2008,1050,131500
882,2,OldTown,1956,1956,2008,0,97000
1093,2,OldTown,1958,2006,2008,869,115500
1143,2,BrkSide,1928,1983,2008,1008,138000
935,2,BrkSide,1930,1960,2008,742,79500
1210,3,BrkSide,1941,2006,2008,672,124000
1290,3,BrkSide,1900,2000,2008,554,106900
1672,3,BrkSide,1940,1989,2008,981,164900
949,2,BrkSide,1924,2003,2008,949,119000
1158,3,BrkSide,1929,1950,2008,862,120000
1497,3,BrkSide,1937,2000,2008,825,157000
1342,2,BrkSide,1939,1950,2008,739,105000
1013,3,BrkSide,1926,1950,2008,992,113000
1216,3,BrkSide,1920,1997,2008,565,115000
1136,2,BrkSide,1929,1950,2008,704,123000
1573,3,BrkSide,1930,1992,2008,1078,162900
2009,4,BrkSide,1939,1950,2008,989,150000
1902,4,OldTown,1923,1950,2008,1100,123500
1774,2,OldTown,1931,1950,2008,952,129900
1362,3,BrkSide,1920,1999,2008,611,128000
520,1,BrkSide,1927,1950,2008,520,68500
1285,2,BrkSide,1948,2001,2008,672,127000
1848,4,BrkSide,1923,2000,2008,833,207000
1820,4,BrkSide,1925,1950,2008,1026,184000
1716,4,BrkSide,1915,2004,2008,810,162500
838,2,BrkSide,1918,2000,2008,816,130000
1609,3,OldTown,1910,1950,2008,796,127500
1536,4,IDOTRR,1952,1952,2008,768,136000
1969,4,IDOTRR,1938,1958,2008,1272,141000
1040,2,IDOTRR,1925,1992,2008,1040,127500
1236,3,IDOTRR,1925,1950,2008,768,127000
825,2,OldTown,1955,1995,2008,825,125000
759,1,IDOTRR,1912,1991,2008,451,85000
1469,3,IDOTRR,1906,1995,2008,756,135000
1054,3,Sawyer,1947,1993,2008,1046,124000
1211,3,Sawyer,1968,1968,2008,952,134000
1271,4,Sawyer,1948,1950,2008,720,135000
1588,4,ClearCr,1959,1959,2008,0,134432
1040,3,Sawyer,1965,1965,2008,1040,129500
1096,3,Sawyer,1978,1978,2008,1008,157500
992,3,Sawyer,1967,2005,2008,992,145000
894,3,Sawyer,1967,2003,2008,894,130000
1258,0,Sawyer,1969,1969,2008,1198,108959
1140,3,Sawyer,1920,1950,2008,1300,95541
960,3,Sawyer,1963,2003,2008,960,144900
1188,1,Sawyer,1956,1956,2008,988,185000
1601,3,Sawyer,1958,1987,2008,533,140000
672,2,Sawyer,1940,1997,2008,672,108000
1350,2,Sawyer,1941,1973,2008,576,152400
2022,4,ClearCr,1977,1977,2008,1160,192000
1524,3,ClearCr,1979,1979,2008,1524,245000
1363,2,ClearCr,1954,2005,2008,1385,241500
1357,2,Edwards,1959,2006,2008,1019,177000
1079,2,Edwards,1948,1950,2008,570,125600
1094,3,Edwards,1953,1953,2008,1094,155000
2358,5,ClearCr,1908,1997,2008,907,240000
1674,4,Edwards,1918,1950,2008,1163,185000
2108,4,Edwards,1935,1986,2008,1127,235000
1509,3,Edwards,1956,1956,2008,1509,159900
1269,3,Edwards,1962,2001,2008,621,134500
1367,4,Edwards,1900,1950,2008,861,119000
1164,3,Edwards,1950,1950,2008,1164,125000
1111,3,Edwards,1941,1950,2008,616,95000
2329,4,SawyerW,1990,1990,2008,1475,262280
1626,3,SawyerW,1994,1994,2008,1602,226500
2037,3,SawyerW,1996,1996,2008,672,229000
1356,3,CollgCr,2007,2007,2008,628,177439
1615,3,CollgCr,2007,2007,2008,1615,248500
2276,3,CollgCr,2008,2008,2008,2271,475000
1766,3,CollgCr,2008,2008,2008,1751,395039
2097,3,SawyerW,1993,1993,2008,1080,228000
