Gr Liv Area,Bedroom AbvGr,Neighborhood,Year Built,Year Remod/Add,Yr Sold,Total Bsmt SF,SalePrice
1535,4,SawyerW,1979,1979,2009,0,118858
833,2,OldTown,1954,2000,2006,833,117000
1536,3,Gilbert,2005,2006,2007,768,176000
1944,3,OldTown,1915,1994,2009,672,179900
1005,2,NAmes,1956,1956,2006,1005,133500
1456,2,NridgHt,2008,2008,2009,1451,248500
1654,4,Sawyer,1977,1977,2006,0,119500
1210,2,NAmes,1953,1953,2009,0,102900
1298,2,Crawfor,1921,2005,2007,651,146500
2002,4,Crawfor,1949,1950,2007,1001,145000
925,3,NAmes,1965,2005,2008,912,135000
1037,2,Sawyer,1974,1974,2007,1037,129000
1600,2,NAmes,1957,1997,2006,1484,207500
864,3,Sawyer,1961,2007,2008,864,135000
1278,2,Somerst,2006,2006,2006,1278,198600
1310,3,CollgCr,2005,2005,2006,1310,164990
1040,3,CollgCr,1977,1977,2007,1040,134900
1951,4,OldTown,1900,1950,2006,938,111500
2264,4,OldTown,1918,1995,2007,1100,200000
1242,3,SWISU,1935,1950,2009,583,105000
1436,3,OldTown,1940,1950,2008,884,155000
1620,2,Timber,2007,2008,2009,1620,315500
928,2,NAmes,1956,2000,2007,928,132000
1708,3,Edwards,2004,2004,2006,976,130000
1039,2,OldTown,1900,2003,2009,405,114000
1680,2,Somerst,2004,2004,2010,840,190000
1124,3,NAmes,1956,1994,2006,1124,153000
1200,2,Somerst,2005,2005,2008,600,165000
1640,3,Sawyer,1950,1950,2006,0,131000
2268,3,OldTown,1890,2002,2010,346,240000
1604,3,Gilbert,1998,1998,2008,926,195500
1600,3,NridgHt,2007,2007,2009,1566,256300
1338,2,StoneBr,2001,2001,2010,1338,213500
1876,4,NWAmes,1974,1974,2008,901,185000
2550,4,NridgHt,2006,2007,2007,1108,338931
1350,3,Edwards,1954,1954,2006,967,146000
1641,4,Sawyer,1972,1972,2008,1001,140000
1776,4,NAmes,1958,1958,2009,1584,110000
1067,2,Sawyer,1950,1995,2010,1067,128000
1710,3,OldTown,1921,1950,2010,576,140000
1226,1,Greens,1981,1981,2009,1226,211500
1632,3,NAmes,1958,1988,2009,1240,139000
1764,3,CollgCr,1999,2000,2008,850,207000
1839,3,Crawfor,1957,2004,2007,1477,257500
1646,3,Timber,2007,2008,2008,1638,293077
1118,3,Mitchel,1977,1977,2008,1096,171000
1499,3,CollgCr,1995,1995,2006,781,187000
2402,2,NridgHt,2008,2008,2009,3094,555000
864,3,Sawyer,1965,1965,2009,864,62383
1324,2,NridgHt,2006,2006,2007,1324,221370
1712,4,NAmes,1959,2005,2006,1626,145000
2046,3,NridgHt,2003,2004,2008,998,284000
1635,3,BrkSide,1923,1950,2007,1065,210000
1538,3,Somerst,2005,2005,2007,1538,260000
1416,3,Somerst,1999,1999,2010,696,155000
1550,3,Crawfor,1920,1950,2006,817,195000
1446,3,Gilbert,1996,1997,2008,729,175000
864,3,NAmes,1962,1962,2006,864,105000
2270,4,NoRidge,1999,2007,2010,1152,290000
960,2,OldTown,1920,1950,2007,960,108500
2373,4,Gilbert,2004,2005,2006,1052,258000
3112,4,NAmes,1918,1990,2006,1360,235000
1194,3,NAmes,1959,1959,2010,1194,148000
1159,3,OldTown,1925,1950,2008,747,114000
1624,2,NAmes,1952,1952,2006,1444,146500
2318,3,Somerst,2005,2006,2006,960,294323
1611,4,NAmes,1964,1964,2008,780,167900
2019,3,BrkSide,1910,1993,2009,728,167500
1072,2,Edwards,2005,2006,2006,547,140000
1235,2,NAmes,1961,1961,2006,1235,98600
1051,3,NAmes,1968,1968,2006,1051,142000
2234,1,StoneBr,2008,2009,2009,2216,501837
1450,2,SawyerW,2008,2009,2009,1450,224243
2329,4,SawyerW,1990,1990,2008,1475,262280
894,2,CollgCr,1972,1972,2009,894,123000
1704,3,NridgHt,2007,2008,2010,1704,306000
1561,3,Crawfor,1960,1960,2009,1561,193000
1265,3,NAmes,1965,1999,2008,1219,179900
2497,2,Veenker,1981,1981,2007,2461,373000
1414,3,CollgCr,2004,2004,2010,1414,185500
1327,3,NAmes,1959,2002,2007,1063,150750
3140,4,NridgHt,2008,2009,2009,1926,485000
792,2,OldTown,1923,1950,2009,624,99500
1258,0,Sawyer,1969,1969,2008,1198,108959
1647,3,NAmes,1953,1953,2007,1105,153000
1717,3,NridgHt,2006,2006,2009,1709,255500
720,2,OldTown,1928,2003,2010,624,105900
952,3,NAmes,1968,1968,2007,952,128500
1248,2,Blmngtn,2005,2006,2006,1248,167240
1431,3,NAmes,1962,1962,2008,1099,165000
1595,3,OldTown,1915,1950,2006,663,155500
1612,3,BrkSide,1950,1997,2010,988,128500
1119,2,Gilbert,2004,2005,2007,835,188500
1634,3,NridgHt,2006,2006,2007,1626,250000
1576,3,Somerst,2006,2006,2006,770,197000
936,2,Edwards,1967,1967,2007,936,118500
1092,3,MeadowV,1970,1970,2007,546,75000
864,3,NAmes,1950,2002,2007,864,129000
1596,3,CollgCr,2005,2005,2006,784,181000
1302,1,NridgHt,2005,2006,2007,1302,200000
1498,2,CollgCr,2006,2006,2006,1498,204900
2154,5,NAmes,1964,1997,2007,845,224500
1717,3,Timber,1990,1991,2007,1156,187500
1668,3,OldTown,1948,1950,2006,1212,135000
912,2,NAmes,1965,2008,2008,912,147000
1428,4,OldTown,1900,1970,2006,712,139900
2224,4,NridgHt,2004,2005,2009,1462,350000
1646,3,Timber,2006,2007,2007,1638,248900
1960,3,Timber,2005,2006,2006,1728,320000
1514,3,Gilbert,2000,2000,2009,794,190000
1302,3,BrDale,1970,1970,2007,630,106000
1632,4,Mitchel,1967,1967,2007,1632,143000
1044,2,IDOTRR,1952,1952,2010,540,55993
1216,3,NAmes,1951,1951,2006,1056,135000
2614,4,NWAmes,1974,1997,2008,1522,240000
1863,4,Gilbert,2006,2006,2006,879,219210
987,2,BrDale,1972,2007,2009,483,118000
1717,3,Crawfor,1915,1970,2006,756,140000
1144,3,NAmes,1963,1963,2008,1144,124000
1660,3,CollgCr,2002,2002,2009,831,195000
2392,3,NoRidge,1997,1998,2006,1396,348000
1484,3,Gilbert,2005,2005,2009,742,174000
1288,3,OldTown,1917,2007,2009,624,119000
2158,4,Edwards,1950,2001,2007,1202,243000
1950,2,NridgHt,2007,2007,2008,1950,383000
773,2,NAmes,1953,1953,2008,773,110000
1025,3,CollgCr,1976,1976,2007,1015,153500
1302,3,BrDale,1972,1972,2008,630,111750
1593,0,StoneBr,2001,2002,2008,1593,286000
949,2,BrkSide,1924,2003,2008,949,119000
1614,3,CollgCr,2005,2005,2006,1614,225000
1539,3,OldTown,1904,2002,2008,650,157500
4676,3,Edwards,2007,2008,2007,3138,184750
1740,3,Crawfor,1940,1984,2007,800,219500
1952,4,IDOTRR,1950,2005,2007,976,212300
1458,3,NAmes,1948,1950,2010,912,97500
1728,3,Somerst,2003,2003,2008,864,207500
825,2,NAmes,1954,1954,2008,825,109500
1358,2,NridgHt,2005,2005,2009,1358,213000
1504,3,Somerst,2006,2006,2006,1504,199000
1476,3,CollgCr,2005,2005,2009,738,173500
1842,0,Veenker,1981,1987,2006,1842,385000
1355,3,Crawfor,1941,1950,2007,728,140000
1216,2,NAmes,1947,1950,2008,832,118500
909,3,Sawyer,1968,1968,2006,882,116000
1605,3,OldTown,1915,1950,2010,840,107400
874,3,NAmes,1971,1971,2006,864,97500
2521,5,MeadowV,1973,1973,2006,942,151400
1340,3,Gilbert,2007,2007,2007,1340,181134
1008,2,NAmes,1952,2003,2006,1008,139500
1496,3,Somerst,2007,2007,2007,1496,225000
1162,3,BrkSide,1930,1950,2006,728,75000
1686,3,NWAmes,1980,1980,2006,1686,207500
1913,3,Crawfor,1928,1950,2009,896,177000
1656,3,Edwards,2003,2004,2008,746,165400
715,2,NAmes,1929,1950,2006,715,68000
1933,4,Somerst,2007,2007,2008,894,214000
1655,3,Gilbert,1993,1994,2010,763,175900
1339,2,Timber,1990,1990,2006,1309,180000
1795,2,Somerst,2006,2007,2007,1795,147000
1978,2,Timber,2007,2007,2009,1978,425000
2016,4,SawyerW,1880,2007,2009,0,131000
1266,2,SawyerW,1980,1980,2007,630,128000
1224,3,NAmes,1948,2004,2010,816,132000
1342,2,NridgHt,2006,2007,2008,1342,219500
892,3,NAmes,1967,1967,2009,892,100000
1966,1,Somerst,2007,2007,2007,1966,419005
1752,4,Gilbert,1988,2005,2010,559,164000
1351,3,Edwards,1925,1950,2007,901,122000
640,2,Edwards,1945,2007,2010,0,84900
2374,4,NridgHt,2003,2004,2007,1181,285000
1838,4,Gilbert,2005,2005,2006,732,192140
1091,2,Crawfor,1951,1951,2008,1091,104000
1456,3,Gilbert,2007,2007,2007,728,179540
1324,3,NWAmes,1976,1976,2007,1228,174000
2125,4,NoRidge,1996,1997,2008,1064,279500
2377,3,OldTown,1915,1950,2009,1313,142900
704,2,Sawyer,1946,2001,2009,560,88750
996,2,SawyerW,1992,1992,2010,936,147000
1934,3,Gilbert,1977,1977,2009,1122,185000
1092,3,NAmes,1964,1964,2008,1092,145000
925,3,NAmes,1956,2003,2007,925,127000
1073,3,IDOTRR,1957,1980,2007,1073,140000
1790,3,CollgCr,1999,1999,2008,873,193000
1306,3,OldTown,1910,2003,2009,240,130000
765,2,BrkSide,1925,1950,2010,765,87000
1221,2,Somerst,2004,2005,2009,1221,185000
1252,2,Somerst,1999,2000,2008,600,160000
1644,3,NAmes,1953,1953,2009,1416,167000
1746,3,Gilbert,2006,2007,2007,698,198444
1389,3,OldTown,1946,1992,2009,651,135000
1646,2,Crawfor,2004,2005,2008,1594,250000
2687,4,NoRidge,2000,2000,2009,1455,327000
1348,3,BrkSide,1925,1997,2009,884,117000
1400,3,Sawyer,1978,1978,2006,672,149500
1855,3,Veenker,1976,1994,2007,528,187000
1690,3,OldTown,1916,1950,2006,815,144000
2713,3,NridgHt,2008,2008,2008,1452,446261
1737,3,CollgCr,2006,2006,2006,851,203160
1588,3,NAmes,1955,1967,2008,768,150000
2576,4,StoneBr,2006,2006,2006,1234,361919
1444,3,CollgCr,2002,2001,2009,1431,203000
1939,3,Somerst,2006,2006,2006,1095,266000
804,2,OldTown,1940,1992,2010,788,119000
1217,2,SawyerW,1991,1991,2006,1217,151000
1360,3,NAmes,1955,1955,2007,384,130000
1653,3,Somerst,2003,2003,2009,812,209000
1444,2,NWAmes,1976,1976,2008,1444,159900
1049,2,Edwards,1984,1984,2009,1049,139500
1601,3,NWAmes,1978,1978,2009,1271,157000
1432,3,Somerst,2006,2006,2009,1422,245000
1848,3,Somerst,2000,2000,2010,975,254000
1797,3,CollgCr,2006,2006,2007,939,213500
1336,3,IDOTRR,1920,1950,2006,637,108000
1385,4,NAmes,1952,1952,2010,910,166000
864,3,NAmes,1971,1971,2007,864,120500
1525,3,Gilbert,2006,2006,2007,1510,206580
960,2,Edwards,1959,2000,2007,960,131750
1660,3,Somerst,2006,2006,2006,1660,290000
1308,3,CollgCr,1997,2006,2007,635,175000
1152,3,Crawfor,1950,2004,2009,1092,158500
2314,3,Edwards,2003,2005,2006,1150,229000
1434,4,NAmes,1974,1974,2009,1434,157000
1958,4,Crawfor,1946,1950,2007,979,145000
1501,3,Somerst,1999,1999,2008,744,179400
1565,2,NridgHt,2005,2005,2006,1560,282500
2000,3,CollgCr,2004,2005,2007,2000,305900
1248,2,OldTown,1930,1950,2007,912,87000
1504,1,Blmngtn,2005,2006,2009,1346,181000
2020,3,NridgHt,2008,2008,2009,2020,404000
932,2,NAmes,1950,1950,2007,932,124000
1734,3,CollgCr,2005,2005,2006,1734,260000
990,3,CollgCr,1994,1995,2008,990,145000
2786,4,NoRidge,1993,1994,2008,1848,372500
1384,3,Gilbert,1996,1997,2008,1348,177900
894,3,Sawyer,1974,1974,2006,864,142500
1652,2,NridgHt,2006,2007,2009,1652,325000
1452,3,Somerst,1999,1999,2006,691,183900
894,3,CollgCr,1974,1974,2007,864,131000
1341,2,Gilbert,1990,1990,2010,1300,171500
1657,3,SawyerW,1994,1995,2008,832,189000
919,3,SWISU,1940,1950,2010,600,95000
1092,3,MeadowV,1972,1972,2010,546,85500
1328,2,Timber,1959,1959,2007,1350,170000
1621,3,NWAmes,1984,1998,2006,1208,202500
1617,2,SawyerW,1993,1994,2008,1604,193000
945,2,MeadowV,1973,1973,2010,945,119500
1626,2,NridgHt,2003,2004,2008,764,155000
1028,2,OldTown,1927,1950,2010,1008,115000
1548,3,NPkVill,1978,1978,2009,804,147000
1059,3,Sawyer,1966,1966,2006,1059,142500
1214,2,OldTown,1901,1950,2007,969,117000
922,2,NAmes,1957,1957,2007,922,116000
612,1,OldTown,1940,1950,2009,0,45000
1347,3,OldTown,1957,1957,2010,1347,143000
1314,3,NAmes,1957,1957,2010,1314,145000
1133,3,NAmes,1950,1950,2009,795,128500
1526,4,Edwards,1957,2002,2010,1216,144500
1523,3,Crawfor,1949,2005,2009,1067,158000
2287,3,ClearCr,1953,1953,2006,1304,225000
1780,2,NridgHt,2004,2005,2006,1780,378000
2772,4,NridgHt,2007,2007,2009,1776,462000
2596,4,NridgHt,2006,2006,2006,1249,342643
2398,3,NoRidge,1996,1997,2007,1379,315750
2080,3,Crawfor,1926,2004,2009,1276,234000
1358,2,NridgHt,2004,2004,2008,1358,207000
1802,3,SawyerW,1993,1993,2010,946,218000
1576,3,BrkSide,1923,2004,2009,1324,223500
1128,3,NAmes,1963,1963,2008,1120,155000
793,2,NAmes,1945,1950,2009,793,113000
2730,4,SawyerW,1986,1987,2007,1502,301000
2180,3,IDOTRR,1915,1950,2007,1138,161000
1254,2,CollgCr,2008,2008,2009,1254,221800
2110,3,NAmes,1968,1968,2010,2110,244000
1073,3,NAmes,1965,1965,2007,1073,156000
864,2,NAmes,1959,1959,2009,864,127500
1604,3,Gilbert,1998,1998,2010,926,195500
1341,1,CollgCr,1999,2000,2007,1341,246900
816,2,IDOTRR,1922,1950,2007,816,75200
1944,4,OldTown,1910,1950,2009,972,103500
1691,3,SWISU,1924,1950,2010,1026,127000
1362,3,BrkSide,1920,1999,2008,611,128000
941,2,NAmes,1978,1978,2009,941,145000
1178,2,IDOTRR,1900,1950,2010,859,102776
1677,3,SawyerW,2001,2001,2008,827,190500
1950,3,Somerst,1997,1998,2007,975,239000
5642,3,Edwards,2008,2008,2008,6110,160000
1482,3,Edwards,1954,1968,2006,954,125000
936,2,NAmes,1957,1999,2007,936,141000
1342,2,NridgHt,2006,2007,2008,1342,234250
2798,3,StoneBr,2005,2006,2006,1398,457347
1042,3,NAmes,1965,1965,2007,1042,161000
1478,2,StoneBr,1998,1998,2009,1418,240000
1573,3,CollgCr,2002,2002,2009,1573,227000
1126,3,Mitchel,1977,1977,2006,1126,160000
1548,3,NPkVill,1976,1976,2009,804,146000
988,3,NAmes,1950,1950,2007,876,119000
1698,3,Edwards,2007,2008,2009,1698,320000
1553,3,Somerst,2005,2006,2006,756,186500
1812,3,SawyerW,2004,2004,2009,835,193000
1208,2,IDOTRR,1925,1950,2009,780,103000
2028,2,Timber,2005,2006,2006,1868,369900
2196,3,SawyerW,1990,1991,2009,2158,271900
1008,3,NAmes,1956,1956,2007,1008,131000
1614,3,NridgHt,2005,2006,2007,1614,245700
864,2,Edwards,1914,1950,2010,864,58500
1077,3,IDOTRR,1922,1950,2006,1007,91000
1694,4,SWISU,1925,1950,2008,1181,136500
1422,3,CollgCr,2004,2004,2007,1422,179600
1694,3,Somerst,2004,2005,2007,1686,307000
1845,3,SawyerW,1992,1992,2010,1055,189000
1092,3,BrDale,1971,1971,2010,525,105500
845,3,Mitchel,1982,2005,2008,845,134500
1251,3,OldTown,1938,2000,2010,827,119000
732,2,NAmes,1952,1952,2009,732,118900
987,2,BrDale,1971,1971,2008,483,85400
1696,3,Sawyer,1962,1962,2007,1140,143900
1236,2,Somerst,2005,2005,2010,600,152000
1424,3,Gilbert,1969,1990,2007,1100,155000
1215,3,IDOTRR,1940,1950,2007,720,141000
1190,2,CollgCr,2005,2005,2007,1169,173500
1040,3,NAmes,1953,1953,2007,1040,136000
1565,2,Somerst,2006,2007,2007,1511,193800
1986,3,NAmes,1965,1990,2009,768,205000
1760,4,OldTown,1910,1950,2006,1077,80000
848,1,CollgCr,2004,2004,2006,848,155900
803,2,IDOTRR,1941,1950,2007,720,87000
2075,3,NWAmes,1993,1993,2007,1148,255000
480,1,IDOTRR,1949,1950,2006,480,35311
1884,2,NridgHt,2008,2009,2009,1884,320000
999,3,NAmes,1962,1962,2006,925,134500
964,3,NAmes,1961,1961,2007,964,137500
1499,3,OldTown,1946,1950,2008,904,140000
3493,3,OldTown,1880,2002,2008,1470,295000
1664,4,Mitchel,1978,1978,2006,1664,145000
1495,3,Gilbert,2006,2006,2007,738,171925
1436,3,Crawfor,1921,1950,2007,585,141500
1647,3,Gilbert,1999,2000,2007,953,175000
1492,3,CollgCr,2001,2001,2009,1492,201000
1712,3,NridgHt,2002,2003,2009,1712,286500
1277,2,NAmes,1970,1970,2007,1277,167000
1923,3,NoRidge,1992,1992,2010,750,190000
1456,3,NPkVill,1975,1975,2010,855,149900
864,3,NAmes,1970,1970,2006,864,116050
951,2,NAmes,1958,2007,2009,951,143500
1906,3,Crawfor,1954,1954,2009,1310,224000
1839,4,NoRidge,1998,1998,2010,1195,221000
1720,3,CollgCr,2008,2008,2009,1720,332000
1026,3,NAmes,1969,2005,2009,1026,156000
964,2,Crawfor,1921,2006,2009,876,163500
1131,2,OldTown,1937,2000,2007,907,89471
1879,3,SawyerW,1993,1994,2009,1079,239900
1280,2,StoneBr,1992,1992,2010,1280,191500
1337,2,NAmes,2001,2001,2007,1337,155000
1054,3,NAmes,1969,1969,2008,1054,151000
1210,3,BrkSide,1941,2006,2008,672,124000
2674,2,NridgHt,2007,2007,2009,2630,610000
1269,2,Blmngtn,2004,2005,2010,1256,192000
1142,2,Blmngtn,2005,2006,2006,1142,156820
1128,2,NAmes,1966,2008,2010,1080,178000
1760,3,NridgHt,2003,2004,2009,1760,269500
1211,3,Sawyer,1968,1968,2008,952,134000
1154,3,IDOTRR,1922,2007,2010,796,125500
1484,3,CollgCr,2004,2005,2010,1473,213000
1710,3,CollgCr,2003,2003,2008,856,208500
1375,3,IDOTRR,1937,1950,2007,780,141000
1375,3,Sawyer,1956,1998,2007,1240,187000
2064,3,NWAmes,1978,1978,2008,2048,235000
1357,2,Edwards,1959,2006,2008,1019,177000
1360,3,Mitchel,1969,1979,2006,1104,140000
1055,2,Sawyer,1973,2006,2007,1044,147000
1310,2,OldTown,1924,1950,2006,617,112000
1808,3,NridgHt,2008,2008,2009,1774,324000
1040,3,NAmes,1967,1967,2009,1040,163000
2340,4,Crawfor,1941,2006,2010,1152,266500
1290,2,CollgCr,2007,2007,2009,1282,200000
1143,1,Somerst,2004,2004,2006,1143,176400
1904,3,NAmes,1950,1982,2009,1208,138000
1400,3,SawyerW,2005,2006,2006,1400,186800
1052,3,Sawyer,1967,1967,2009,1052,113500
864,2,NAmes,1962,1962,2007,864,125500
1236,3,IDOTRR,1925,1950,2008,768,127000
1873,3,CollgCr,1999,1999,2007,988,235500
1566,3,Somerst,2008,2008,2010,1566,262500
1057,3,Edwards,1955,1999,2006,1057,137000
2495,4,NWAmes,1993,1993,2010,1280,243500
914,2,CollgCr,1979,1979,2009,914,134900
1080,3,Mitchel,1983,1983,2007,1084,134000
813,2,OldTown,1930,2005,2006,813,110000
1636,3,Gilbert,1998,1999,2009,952,191000
1349,3,SawyerW,2000,2001,2007,1349,179000
1314,2,NridgHt,2007,2008,2009,1314,230000
1250,2,Somerst,2006,2007,2007,625,164700
1685,2,Somerst,2006,2006,2007,1685,253000
2206,4,NridgHt,2005,2006,2006,1090,300000
1504,2,Blmngtn,2005,2006,2008,1346,191000
1872,4,Mitchel,1976,1976,2008,0,100000
845,1,IDOTRR,1939,1950,2007,0,68104
1480,3,NAmes,2003,2009,2010,1480,214000
1752,2,NridgHt,2005,2005,2010,1752,319900
936,2,NAmes,1956,2000,2010,936,129000
1682,3,CollgCr,1998,1998,2010,804,200500
1720,3,NoRidge,1996,1996,2010,1720,260400
1230,2,OldTown,1910,1981,2009,440,110000
752,2,SawyerW,1984,1984,2010,744,125000
2362,3,Veenker,1980,1980,2007,2002,255000
1565,3,NAmes,1965,2000,2006,1187,185900
854,2,BrkSide,1929,2001,2007,832,132000
835,2,Edwards,1920,1950,2010,458,83000
1844,3,OldTown,1900,1954,2010,709,80400
1737,3,SawyerW,1992,1992,2008,836,175000
2044,3,NWAmes,1980,1988,2008,738,185000
900,3,NAmes,1951,2000,2010,900,134800
1488,2,Somerst,2004,2005,2010,1488,260000
1414,3,Gilbert,2004,2004,2006,707,178000
980,3,NAmes,1967,1967,2006,980,135500
1806,4,NAmes,1964,1964,2009,780,144750
1146,3,NAmes,1963,1963,2006,1083,165000
2411,4,NWAmes,1970,1970,2007,1008,240050
1764,4,NAmes,1957,1982,2008,0,100000
1962,4,OldTown,1915,1950,2010,888,149500
1560,3,Mitchel,2003,2003,2010,1560,201000
1405,2,NridgHt,2003,2003,2007,1405,200000
1224,2,Somerst,2009,2009,2009,612,173733
1200,3,CollgCr,1995,1995,2007,1200,177500
2322,4,Gilbert,1999,2000,2008,1037,225000
1644,3,Gilbert,1999,2000,2007,941,185000
1709,3,Edwards,2004,2004,2006,970,137500
1209,3,NAmes,1966,1966,2010,1209,159000
1977,4,NAmes,1964,1978,2007,816,165000
864,3,NAmes,1971,1971,2008,864,123000
2149,1,Mitchel,2003,2003,2009,1434,239686
1889,4,OldTown,1910,1950,2007,925,122000
1556,3,NAmes,1949,1950,2010,782,172500
1332,2,SawyerW,1990,1991,2009,1332,145000
894,3,Sawyer,1965,2009,2010,894,138500
1176,2,BrkSide,1937,2000,2009,698,134900
1238,3,NAmes,1950,1950,2007,864,102000
1196,2,IDOTRR,1916,1990,2007,1196,109900
988,2,Mitchel,1954,1954,2008,988,113000
1549,3,Somerst,1999,1999,2008,744,172900
1370,2,NridgHt,2006,2006,2007,1370,202500
1949,6,Sawyer,1977,1977,2006,1949,157000
1048,2,BrkSide,1922,1950,2006,993,113000
1004,2,OldTown,1930,1950,2006,502,105000
630,1,MeadowV,1970,1970,2009,630,80000
672,2,OldTown,1940,2005,2008,672,86900
2365,3,NoRidge,1999,1999,2009,1252,337000
1034,1,Blueste,1989,1989,2010,982,185000
1262,2,Somerst,2006,2006,2006,1262,185000
1797,3,Mitchel,1993,1994,2010,1152,231000
1869,2,NridgHt,2007,2007,2007,1869,318061
1088,2,Edwards,1963,1963,2007,1088,110000
1337,3,NAmes,1956,1956,2010,832,108000
1040,3,NAmes,1959,1959,2006,1040,133700
1513,2,CollgCr,1999,2000,2009,1462,220000
1346,3,Timber,2008,2008,2010,1336,220000
1618,2,NridgHt,2004,2004,2006,1618,252000
1224,4,Mitchel,1960,1996,2006,1224,131000
1381,3,NWAmes,1972,2006,2010,1161,197500
1435,3,BrkSide,1950,1950,2007,910,128250
1544,3,NridgHt,2009,2010,2010,1544,290941
1036,1,Greens,1980,1980,2006,1036,188000
1103,2,OldTown,1925,1980,2006,1103,110500
1512,2,Somerst,2000,2000,2009,756,180000
912,2,NAmes,1958,1958,2007,912,114500
1308,2,Crawfor,1940,1950,2009,728,160000
1020,3,Sawyer,1964,2001,2007,980,165000
844,2,OldTown,1925,1950,2006,844,111500
1656,3,NAmes,1960,1960,2010,1080,215000
1012,2,IDOTRR,1920,1950,2007,1012,118400
2108,4,Edwards,1935,1986,2008,1127,235000
1626,3,SawyerW,1994,1994,2008,1602,226500
2337,5,OldTown,1900,1950,2007,662,90000
1200,2,Somerst,2004,2004,2010,600,155000
1048,3,NAmes,1956,1956,2007,1048,135000
2696,4,CollgCr,2007,2007,2007,1264,383970
1716,2,CollgCr,1996,1996,2009,880,191000
1980,3,NridgHt,2004,2005,2006,1980,315000
1093,2,OldTown,1958,2006,2008,869,115500
908,2,NAmes,1940,1996,2007,822,138500
1414,3,NAmes,1958,2002,2008,1184,176500
1047,2,OldTown,1885,1995,2007,641,100000
1480,4,Edwards,1951,1994,2007,1080,136500
2640,5,OldTown,1925,1975,2006,2171,180000
1774,4,OldTown,1900,1950,2006,1095,87000
1852,3,Somerst,2009,2009,2009,900,252678
1800,3,Gilbert,2000,2000,2009,982,179000
960,3,BrkSide,1970,1970,2006,960,129000
816,2,NAmes,1934,1950,2006,816,129800
1520,3,NAmes,1955,1972,2010,1156,153000
1836,3,CollgCr,2004,2005,2006,1860,216837
1426,3,Edwards,1977,1977,2009,690,159500
1753,3,CollgCr,1998,1999,2007,853,217000
2790,4,NridgHt,2005,2006,2008,1620,460000
2223,3,NAmes,1973,1973,2007,2223,244000
1468,2,Somerst,2005,2005,2010,1468,271500
1976,2,NridgHt,2006,2007,2007,1976,440000
1166,2,Gilbert,2005,2005,2008,856,190000
492,1,OldTown,1921,1950,2006,492,61500
1930,4,NWAmes,1979,1979,2007,780,192000
924,2,Edwards,1941,1950,2010,672,80000
1633,3,OldTown,1948,2009,2010,1027,129000
960,3,Sawyer,1963,2003,2008,960,144900
1569,1,Blmngtn,2007,2007,2009,1386,175900
2473,4,StoneBr,2006,2006,2006,1094,356383
1838,2,CollgCr,1997,1998,2008,1838,185000
1611,3,CollgCr,2005,2005,2006,784,195800
1334,3,NWAmes,1967,1967,2006,1334,164500
1422,3,NAmes,1970,1990,2007,925,155000
1725,3,NWAmes,1979,1979,2007,539,197000
1773,3,NAmes,1961,1992,2006,1313,183000
1388,3,CollgCr,1977,1977,2006,675,157500
1804,3,Gilbert,1999,1999,2010,994,189000
1452,3,Somerst,1999,1999,2009,691,156000
1232,3,Crawfor,1916,2000,2009,816,147500
2018,3,Timber,2008,2009,2010,2002,378500
1992,3,Somerst,2003,2004,2008,1053,250000
2794,4,NoRidge,1995,1996,2009,1462,403000
907,3,CollgCr,1977,1977,2007,876,130000
1430,3,Veenker,1974,1974,2008,1430,192000
1789,3,Somerst,2001,2001,2008,858,223000
1479,3,Timber,1987,1989,2009,1645,213500
1616,3,OldTown,1926,2004,2007,1149,152000
1665,3,NWAmes,2001,2001,2009,810,227000
894,3,Sawyer,1968,1968,2007,894,129000
1344,2,Mitchel,1997,1998,2008,1344,206300
2192,4,SWISU,1939,1997,2008,720,179500
1496,3,NAmes,1960,1960,2008,1296,141500
1005,2,NAmes,1955,1955,2009,1005,115000
1961,3,Mitchel,2001,2002,2009,804,215000
2696,3,NridgHt,2003,2004,2010,2846,500000
2127,3,NoRidge,1994,1994,2008,1223,271000
2168,5,IDOTRR,1900,1993,2009,760,123000
1461,4,NAmes,1949,1996,2009,832,133500
1648,2,Crawfor,2007,2008,2008,1596,294464
1302,3,Gilbert,2007,2007,2007,1302,176485
1560,2,Edwards,1956,1956,2009,1150,103500
1572,3,Timber,1963,1963,2007,1572,186700
1921,4,Sawyer,1964,1964,2006,1921,150000
1369,3,Somerst,2007,2007,2007,1369,213133
1445,3,CollgCr,2004,2004,2008,1445,186500
1627,4,OldTown,1900,2006,2008,797,139500
1555,2,Blmngtn,2007,2007,2009,1373,174000
1040,3,CollgCr,1977,2008,2009,1040,150500
1437,3,Veenker,1976,2004,2007,1437,218000
1247,1,Somerst,2005,2005,2006,1247,197000
1306,1,NridgHt,2005,2005,2009,1306,184500
1988,4,NAmes,1966,1999,2008,1104,227000
1633,3,Gilbert,1998,1998,2008,932,183000
810,1,IDOTRR,1910,1950,2009,0,57625
1720,3,Gilbert,2004,2004,2007,840,183500
1017,2,OldTown,1900,2003,2008,346,114000
1176,3,NAmes,1957,1957,2008,1176,136500
1624,2,NoRidge,1994,1995,2006,1624,262000
848,1,CollgCr,2003,2003,2006,848,133000
1915,3,SawyerW,1992,1992,2006,908,220000
1312,3,NAmes,1947,1950,2006,784,127000
1472,3,OldTown,1925,1994,2007,702,125000
